OrderID,ShipMode,CustomerID,CustomerName,Segment,City,State,Country,Market,Region,ProductID,Category,Sub-Category,ProductName,Sales,Quantity,Discount,Profit,ShippingCost,OrderPriority
F-15202,First Class,F-720,Larry Floyd,Consumer,Kolkata,Delhi,India,APAC,South,FUR-6108,Furniture,Storage,Steel File Cabinet,4692.05,1,0.05,898.36,218.67,Low
F-15203,First Class,F-102,Gail Noble,Consumer,Mumbai,Telangana,India,APAC,East,FUR-1400,Furniture,Bookcases,Wooden Bookshelf,7714.4,4,0.1,673.72,117.75,High
F-15204,Same Day,F-283,Devin Fletcher,Corporate,Ahmedabad,Karnataka,India,APAC,North,FUR-9201,Furniture,Chairs,Ergonomic Office Chair,4292.22,4,0.1,582.22,150.04,Medium
F-15205,Standard Class,F-658,Bethany Clark,Corporate,Bhopal,Karnataka,India,APAC,North,FUR-8149,Furniture,Bookcases,Wooden Bookshelf,8625.82,5,0.05,1302.61,111.43,Medium
F-15206,Standard Class,F-387,James Carson,Corporate,Delhi,Madhya Pradesh,India,APAC,West,FUR-8122,Furniture,Chairs,Adjustable Desk Chair,9680.79,1,0.0,1489.62,454.76,Critical
F-15207,First Class,F-626,Jonathan Oliver,Home Office,Delhi,Maharashtra,India,APAC,North,FUR-2758,Furniture,Bookcases,Compact Wall Shelf,6488.39,3,0.05,824.13,392.25,High
F-15208,Standard Class,F-328,Christine Turner,Corporate,Bhopal,West Bengal,India,APAC,West,FUR-1032,Furniture,Bookcases,Compact Wall Shelf,8302.84,3,0.0,537.51,185.22,Medium
F-15209,Standard Class,F-809,Meghan Wilson,Corporate,Kolkata,Tamil Nadu,India,APAC,South,FUR-1362,Furniture,Storage,2-Door Wardrobe,2568.49,3,0.0,955.73,270.05,Medium
F-15210,Same Day,F-283,Tammy Barker,Corporate,Kochi,Telangana,India,APAC,North,FUR-6834,Furniture,Bookcases,Compact Wall Shelf,8991.4,4,0.05,795.56,428.77,High
F-15211,First Class,F-120,Daniel Wheeler,Consumer,Jaipur,Karnataka,India,APAC,South,FUR-1232,Furniture,Chairs,Leather Executive Chair,7227.07,5,0.0,1370.37,472.31,Low
F-15212,Same Day,F-445,Glenda Garcia,Consumer,Kochi,West Bengal,India,APAC,Central,FUR-5498,Furniture,Chairs,Leather Executive Chair,3280.26,3,0.05,726.54,257.24,High
F-15213,First Class,F-811,Scott Browning,Home Office,Chennai,Madhya Pradesh,India,APAC,Central,FUR-7176,Furniture,Bookcases,Wooden Bookshelf,7562.42,5,0.0,301.25,458.84,High
F-15214,Same Day,F-612,Edward Davidson,Consumer,Bhopal,Maharashtra,India,APAC,West,FUR-4056,Furniture,Tables,Modular Work Table,9746.39,4,0.0,669.18,435.99,High
F-15215,Same Day,F-531,Brandon Colon,Consumer,Kochi,West Bengal,India,APAC,Central,FUR-2502,Furniture,Tables,Round Coffee Table,2084.39,2,0.1,835.25,349.96,Medium
F-15216,Standard Class,F-535,Amy Kramer,Consumer,Kolkata,Tamil Nadu,India,APAC,East,FUR-4513,Furniture,Bookcases,Wooden Bookshelf,2549.85,2,0.0,1303.58,387.57,Medium
F-15217,Second Class,F-205,Michelle Fowler,Consumer,Bangalore,Gujarat,India,APAC,East,FUR-7761,Furniture,Chairs,Leather Executive Chair,5478.8,3,0.1,720.71,395.58,Critical
F-15218,Second Class,F-954,Scott Hanson,Consumer,Kolkata,Gujarat,India,APAC,West,FUR-4620,Furniture,Bookcases,Compact Wall Shelf,2327.02,5,0.05,1173.04,406.14,High
F-15219,Same Day,F-934,Belinda Williams,Home Office,Jaipur,Madhya Pradesh,India,APAC,East,FUR-3175,Furniture,Bookcases,Wooden Bookshelf,3584.28,5,0.05,616.32,370.2,Critical
F-15220,Same Day,F-101,James Morris,Home Office,Kochi,Delhi,India,APAC,North,FUR-2575,Furniture,Bookcases,Wooden Bookshelf,9672.82,1,0.0,675.7,219.05,Low
F-15221,Second Class,F-420,Steven Fernandez,Home Office,Delhi,Telangana,India,APAC,Central,FUR-4850,Furniture,Storage,Steel File Cabinet,6736.98,4,0.0,1252.25,285.79,Critical
F-15222,Same Day,F-952,Sean White,Home Office,Hyderabad,Rajasthan,India,APAC,North,FUR-4864,Furniture,Chairs,Ergonomic Office Chair,4917.15,5,0.0,162.93,156.8,Low
F-15223,Second Class,F-207,Roberta Torres,Corporate,Kochi,Karnataka,India,APAC,North,FUR-7439,Furniture,Bookcases,Compact Wall Shelf,6896.56,5,0.1,1317.98,352.0,High
F-15224,First Class,F-333,Elizabeth Stanley,Consumer,Mumbai,Tamil Nadu,India,APAC,Central,FUR-5671,Furniture,Bookcases,Wooden Bookshelf,7242.12,5,0.0,271.04,104.31,Low
F-15225,First Class,F-915,James Curtis DVM,Consumer,Chennai,Telangana,India,APAC,North,FUR-6232,Furniture,Bookcases,Compact Wall Shelf,4958.4,2,0.0,1422.11,150.91,High
F-15226,Same Day,F-257,Jerry Reynolds,Corporate,Delhi,Kerala,India,APAC,West,FUR-5163,Furniture,Tables,Round Coffee Table,5229.31,4,0.0,638.46,308.82,Low
F-15227,First Class,F-375,Christopher Dickson,Corporate,Bhopal,Madhya Pradesh,India,APAC,West,FUR-9180,Furniture,Tables,Modular Work Table,6311.24,1,0.05,1126.41,478.16,High
F-15228,Same Day,F-998,Sherry Ward,Home Office,Hyderabad,Maharashtra,India,APAC,Central,FUR-7187,Furniture,Storage,2-Door Wardrobe,2627.63,5,0.05,1214.42,373.08,Medium
F-15229,Standard Class,F-504,Eric Farrell,Home Office,Ahmedabad,Kerala,India,APAC,West,FUR-1879,Furniture,Storage,Steel File Cabinet,3912.02,5,0.1,1229.13,235.56,Critical
F-15230,Second Class,F-384,Alyssa Miller,Consumer,Bangalore,Madhya Pradesh,India,APAC,North,FUR-9165,Furniture,Bookcases,Wooden Bookshelf,7615.96,4,0.0,1201.12,448.71,Medium
F-15231,Standard Class,F-111,Jonathan Daniels,Consumer,Jaipur,Rajasthan,India,APAC,East,FUR-1468,Furniture,Storage,Steel File Cabinet,8868.5,5,0.0,151.94,368.82,High
F-15232,First Class,F-626,Adam Johnson,Home Office,Ahmedabad,Tamil Nadu,India,APAC,North,FUR-8158,Furniture,Bookcases,Wooden Bookshelf,8367.69,2,0.0,776.39,333.51,Critical
F-15233,Standard Class,F-465,Alicia Hunt,Consumer,Bhopal,Madhya Pradesh,India,APAC,East,FUR-2997,Furniture,Tables,Modular Work Table,7614.65,5,0.1,318.78,382.89,Low
F-15234,First Class,F-570,Daniel Wong,Home Office,Kolkata,Rajasthan,India,APAC,North,FUR-1666,Furniture,Tables,Round Coffee Table,5122.18,3,0.05,1373.0,288.47,Critical
F-15235,Standard Class,F-227,Joshua Roberts,Consumer,Delhi,Delhi,India,APAC,South,FUR-2568,Furniture,Tables,Wooden Study Table,2048.97,3,0.0,573.85,185.0,High
F-15236,Same Day,F-521,Lisa Clark,Consumer,Jaipur,Karnataka,India,APAC,East,FUR-5730,Furniture,Chairs,Ergonomic Office Chair,7553.51,3,0.1,544.44,437.17,Low
F-15237,Same Day,F-208,Derrick Mann,Home Office,Ahmedabad,Gujarat,India,APAC,South,FUR-1884,Furniture,Tables,Modular Work Table,2502.51,4,0.0,620.82,385.66,Low
F-15238,Standard Class,F-578,Tonya Jones,Home Office,Delhi,Delhi,India,APAC,Central,FUR-2853,Furniture,Chairs,Ergonomic Office Chair,6992.09,4,0.1,418.29,242.02,Medium
F-15239,Standard Class,F-965,Melissa Sweeney,Corporate,Delhi,Telangana,India,APAC,Central,FUR-7266,Furniture,Bookcases,Wooden Bookshelf,2319.02,4,0.1,1474.07,241.64,High
F-15240,First Class,F-218,Matthew Bridges,Home Office,Kolkata,West Bengal,India,APAC,North,FUR-6144,Furniture,Tables,Modular Work Table,2484.2,2,0.05,606.16,147.57,Low
F-15241,Same Day,F-789,Michael Petersen,Corporate,Mumbai,Karnataka,India,APAC,Central,FUR-4067,Furniture,Chairs,Ergonomic Office Chair,4906.23,1,0.0,249.36,222.24,Medium
F-15242,First Class,F-687,Dylan Williams,Consumer,Chennai,Maharashtra,India,APAC,Central,FUR-3419,Furniture,Chairs,Leather Executive Chair,9811.87,4,0.0,1080.46,153.88,Low
F-15243,First Class,F-473,James Whitaker,Home Office,Kolkata,Delhi,India,APAC,East,FUR-5046,Furniture,Tables,Modular Work Table,3741.07,1,0.05,620.23,476.1,High
F-15244,First Class,F-743,Matthew Buchanan,Consumer,Chennai,Maharashtra,India,APAC,North,FUR-2732,Furniture,Storage,Steel File Cabinet,5194.12,3,0.1,156.42,181.83,High
F-15245,Standard Class,F-219,Allison Henson,Consumer,Hyderabad,Maharashtra,India,APAC,South,FUR-7568,Furniture,Storage,Steel File Cabinet,3540.15,1,0.1,1258.15,235.41,High
F-15246,Same Day,F-872,Michael Jones,Corporate,Ahmedabad,West Bengal,India,APAC,South,FUR-6429,Furniture,Bookcases,Wooden Bookshelf,7549.42,3,0.05,581.22,287.68,High
F-15247,Standard Class,F-222,Carolyn Marshall,Consumer,Mumbai,Gujarat,India,APAC,Central,FUR-6422,Furniture,Tables,Modular Work Table,5950.58,3,0.1,1267.38,259.45,Low
F-15248,Second Class,F-688,Adam Mcdonald,Corporate,Kolkata,West Bengal,India,APAC,South,FUR-4454,Furniture,Chairs,Adjustable Desk Chair,6263.6,1,0.0,891.45,424.79,Low
F-15249,First Class,F-662,William Miller,Home Office,Delhi,Kerala,India,APAC,West,FUR-6811,Furniture,Bookcases,Wooden Bookshelf,4840.56,2,0.0,963.52,264.28,High
F-15250,Standard Class,F-388,Jonathan Watson,Home Office,Jaipur,Karnataka,India,APAC,Central,FUR-8489,Furniture,Chairs,Ergonomic Office Chair,4138.59,5,0.05,961.48,377.3,Critical
F-15251,First Class,F-952,Joshua Johnson,Consumer,Bhopal,Kerala,India,APAC,South,FUR-9376,Furniture,Tables,Round Coffee Table,3183.82,1,0.05,748.6,272.03,High
F-15252,First Class,F-152,Dr. Ryan Schroeder,Corporate,Kolkata,Madhya Pradesh,India,APAC,Central,FUR-4602,Furniture,Tables,Wooden Study Table,3072.14,4,0.0,773.01,414.62,Medium
F-15253,Standard Class,F-166,Nathaniel Roberts,Home Office,Jaipur,Tamil Nadu,India,APAC,East,FUR-4792,Furniture,Chairs,Ergonomic Office Chair,3964.85,1,0.0,147.28,158.2,Low
F-15254,First Class,F-194,Matthew Williams,Consumer,Ahmedabad,West Bengal,India,APAC,South,FUR-1676,Furniture,Storage,Steel File Cabinet,6542.28,5,0.0,1260.12,328.58,Critical
F-15255,Same Day,F-493,Martha Johnson,Corporate,Ahmedabad,Telangana,India,APAC,West,FUR-7615,Furniture,Chairs,Ergonomic Office Chair,4731.7,1,0.05,1350.22,359.95,High
F-15256,First Class,F-157,Lorraine Stokes DDS,Consumer,Delhi,Kerala,India,APAC,Central,FUR-1096,Furniture,Storage,2-Door Wardrobe,2588.23,1,0.05,1467.27,336.97,Low
F-15257,Second Class,F-283,John Owens,Corporate,Chennai,Tamil Nadu,India,APAC,South,FUR-5004,Furniture,Tables,Modular Work Table,7387.73,1,0.1,1051.59,373.63,Critical
F-15258,Same Day,F-588,Chloe Reese,Home Office,Mumbai,Telangana,India,APAC,Central,FUR-7771,Furniture,Bookcases,Wooden Bookshelf,7025.65,3,0.0,1245.96,308.65,Critical
F-15259,Same Day,F-157,Lisa Raymond,Corporate,Bhopal,Rajasthan,India,APAC,North,FUR-8690,Furniture,Tables,Modular Work Table,2925.58,3,0.1,1088.98,205.87,Medium
F-15260,Standard Class,F-355,Jose Schneider,Corporate,Jaipur,Tamil Nadu,India,APAC,West,FUR-4952,Furniture,Chairs,Ergonomic Office Chair,2813.24,2,0.0,169.63,297.03,Medium
F-15261,Standard Class,F-235,Darren Norton,Home Office,Delhi,Rajasthan,India,APAC,Central,FUR-3740,Furniture,Storage,Steel File Cabinet,3485.09,4,0.1,962.38,482.98,High
F-15262,Second Class,F-409,Judith Walters,Corporate,Mumbai,West Bengal,India,APAC,East,FUR-5380,Furniture,Tables,Round Coffee Table,7109.03,5,0.05,1490.41,196.27,Low
F-15263,Second Class,F-431,Amber Villarreal,Consumer,Bhopal,Delhi,India,APAC,West,FUR-7984,Furniture,Tables,Round Coffee Table,9259.13,5,0.05,1047.77,349.03,Critical
F-15264,Second Class,F-619,Ariel Maldonado,Corporate,Kochi,West Bengal,India,APAC,North,FUR-4344,Furniture,Tables,Wooden Study Table,9925.11,2,0.05,473.78,316.25,Critical
F-15265,Same Day,F-686,Matthew Castro,Consumer,Ahmedabad,Gujarat,India,APAC,Central,FUR-3387,Furniture,Tables,Wooden Study Table,2044.65,3,0.1,691.3,359.26,Critical
F-15266,First Class,F-660,Jordan Thompson,Corporate,Bhopal,Telangana,India,APAC,South,FUR-1887,Furniture,Tables,Modular Work Table,3626.43,2,0.1,671.12,241.11,High
F-15267,Standard Class,F-839,Jane Harris,Corporate,Kochi,Maharashtra,India,APAC,West,FUR-1874,Furniture,Storage,Steel File Cabinet,9880.14,4,0.0,801.57,155.17,High
F-15268,Same Day,F-872,Lisa Cook,Corporate,Kochi,Maharashtra,India,APAC,North,FUR-7413,Furniture,Storage,Steel File Cabinet,3565.9,1,0.05,1039.01,446.8,Low
F-15269,First Class,F-311,Rachel Howard,Consumer,Mumbai,Tamil Nadu,India,APAC,East,FUR-4497,Furniture,Storage,2-Door Wardrobe,4875.94,4,0.05,1235.12,149.13,Low
F-15270,Standard Class,F-467,Karen Mack,Corporate,Jaipur,Rajasthan,India,APAC,North,FUR-2083,Furniture,Chairs,Ergonomic Office Chair,9920.02,4,0.0,138.69,228.33,High
F-15271,Standard Class,F-796,Jason Black,Home Office,Hyderabad,Telangana,India,APAC,Central,FUR-5304,Furniture,Tables,Wooden Study Table,4544.19,2,0.05,147.1,274.06,Critical
F-15272,Second Class,F-692,Amanda Jackson,Corporate,Mumbai,Madhya Pradesh,India,APAC,South,FUR-9375,Furniture,Tables,Wooden Study Table,2112.51,1,0.05,366.41,414.35,Medium
F-15273,Standard Class,F-680,Michael Lopez,Consumer,Delhi,Maharashtra,India,APAC,West,FUR-5334,Furniture,Tables,Modular Work Table,9796.8,4,0.05,1331.65,258.08,Low
F-15274,First Class,F-445,Krystal Carrillo,Home Office,Hyderabad,Karnataka,India,APAC,East,FUR-2234,Furniture,Chairs,Leather Executive Chair,2591.35,1,0.05,1131.41,191.78,Critical
F-15275,Second Class,F-262,Erik Hutchinson,Home Office,Kolkata,Karnataka,India,APAC,North,FUR-2820,Furniture,Tables,Round Coffee Table,7828.58,3,0.0,726.36,339.78,High
F-15276,Standard Class,F-263,Melvin Thomas,Home Office,Kochi,West Bengal,India,APAC,South,FUR-3066,Furniture,Storage,2-Door Wardrobe,7825.83,5,0.05,1387.79,474.62,High
F-15277,Standard Class,F-503,Alicia Myers,Corporate,Delhi,Tamil Nadu,India,APAC,East,FUR-4962,Furniture,Tables,Modular Work Table,2503.41,3,0.05,153.28,382.9,Medium
F-15278,Second Class,F-165,Rachael Valencia,Corporate,Mumbai,West Bengal,India,APAC,South,FUR-3943,Furniture,Storage,Steel File Cabinet,3897.36,2,0.1,397.58,132.48,Critical
F-15279,Standard Class,F-706,Eric Arnold,Home Office,Mumbai,Madhya Pradesh,India,APAC,East,FUR-2740,Furniture,Bookcases,Wooden Bookshelf,6370.64,1,0.0,562.65,195.17,Critical
F-15280,First Class,F-384,Beth Orr,Consumer,Delhi,Rajasthan,India,APAC,West,FUR-2965,Furniture,Storage,2-Door Wardrobe,4435.45,4,0.0,1393.0,410.53,Low
F-15281,Same Day,F-709,Cheryl Lee,Consumer,Hyderabad,Madhya Pradesh,India,APAC,West,FUR-4667,Furniture,Storage,2-Door Wardrobe,3418.05,4,0.1,1339.38,334.81,Critical
F-15282,First Class,F-841,Christine Franco,Corporate,Delhi,Karnataka,India,APAC,West,FUR-6771,Furniture,Chairs,Adjustable Desk Chair,7712.98,4,0.1,1133.09,129.82,Critical
F-15283,First Class,F-903,Stephen Rios,Corporate,Hyderabad,Madhya Pradesh,India,APAC,South,FUR-3818,Furniture,Tables,Round Coffee Table,4148.07,5,0.05,163.62,198.51,Critical
F-15284,Standard Class,F-136,Lisa Greene,Consumer,Kolkata,Gujarat,India,APAC,West,FUR-7970,Furniture,Chairs,Ergonomic Office Chair,3230.87,5,0.05,1306.68,139.64,Critical
F-15285,Standard Class,F-837,Karen Warren,Home Office,Delhi,Karnataka,India,APAC,East,FUR-9367,Furniture,Chairs,Ergonomic Office Chair,3956.49,2,0.05,580.32,475.82,Medium
F-15286,Second Class,F-794,Sharon Porter,Home Office,Bhopal,Kerala,India,APAC,North,FUR-1371,Furniture,Storage,Steel File Cabinet,8122.38,3,0.1,354.19,480.81,High
F-15287,Second Class,F-655,Brandon Marshall,Home Office,Chennai,Telangana,India,APAC,North,FUR-5625,Furniture,Storage,Steel File Cabinet,6142.5,4,0.0,572.24,198.31,High
F-15288,Same Day,F-647,Chad Harrison,Home Office,Bangalore,Telangana,India,APAC,North,FUR-9781,Furniture,Chairs,Ergonomic Office Chair,7715.99,1,0.0,1352.21,321.27,Critical
F-15289,First Class,F-488,Jason Koch,Corporate,Kolkata,Delhi,India,APAC,North,FUR-1744,Furniture,Chairs,Ergonomic Office Chair,3808.62,3,0.0,1154.17,243.97,Medium
F-15290,First Class,F-109,Shane Lloyd,Home Office,Hyderabad,Kerala,India,APAC,Central,FUR-1836,Furniture,Storage,Steel File Cabinet,9198.54,5,0.1,990.12,427.92,High
F-15291,Same Day,F-431,Amy Castillo,Home Office,Delhi,West Bengal,India,APAC,East,FUR-2470,Furniture,Storage,2-Door Wardrobe,4084.15,4,0.05,170.71,224.15,Critical
F-15292,Standard Class,F-760,Roger Jones,Corporate,Hyderabad,Kerala,India,APAC,North,FUR-1740,Furniture,Storage,Steel File Cabinet,3926.09,3,0.1,769.85,366.04,Low
F-15293,Standard Class,F-126,Keith Johnston,Home Office,Chennai,Kerala,India,APAC,North,FUR-7319,Furniture,Tables,Round Coffee Table,3961.21,3,0.05,1310.97,250.53,Low
F-15294,First Class,F-436,Edward Kennedy,Corporate,Ahmedabad,Karnataka,India,APAC,West,FUR-8557,Furniture,Chairs,Ergonomic Office Chair,3263.79,3,0.1,130.28,138.64,Medium
F-15295,Same Day,F-506,Brittany Robinson,Corporate,Bhopal,Madhya Pradesh,India,APAC,North,FUR-4861,Furniture,Storage,2-Door Wardrobe,6157.04,1,0.05,1321.9,437.96,Low
F-15296,Same Day,F-462,Jane Walton,Home Office,Bhopal,Rajasthan,India,APAC,South,FUR-9529,Furniture,Storage,Steel File Cabinet,8268.6,2,0.0,1268.74,267.86,Medium
F-15297,First Class,F-885,Gregory Rhodes,Corporate,Bangalore,Telangana,India,APAC,East,FUR-8751,Furniture,Storage,Steel File Cabinet,6139.52,1,0.0,776.85,146.8,Low
F-15298,Second Class,F-703,Karen Villa,Corporate,Chennai,Maharashtra,India,APAC,East,FUR-6706,Furniture,Tables,Modular Work Table,3838.49,5,0.05,1408.44,401.05,Medium
F-15299,First Class,F-404,Anthony Mann,Corporate,Mumbai,Delhi,India,APAC,West,FUR-5719,Furniture,Chairs,Ergonomic Office Chair,4613.28,2,0.0,448.51,159.13,Critical
F-15300,First Class,F-288,Zachary Mendoza,Home Office,Bangalore,Kerala,India,APAC,Central,FUR-8910,Furniture,Tables,Modular Work Table,7058.1,5,0.05,994.02,407.95,Low
F-15301,Same Day,F-901,Benjamin Smith,Consumer,Hyderabad,Kerala,India,APAC,West,FUR-1838,Furniture,Tables,Modular Work Table,3998.61,4,0.05,841.54,373.28,Critical
F-15302,Same Day,F-911,Kelsey Walter,Consumer,Kolkata,Tamil Nadu,India,APAC,South,FUR-9545,Furniture,Storage,2-Door Wardrobe,2855.26,3,0.05,427.84,439.5,High
F-15303,Standard Class,F-401,Amber Harrison,Corporate,Delhi,Delhi,India,APAC,East,FUR-3276,Furniture,Tables,Round Coffee Table,6387.52,1,0.1,461.63,389.97,Medium
F-15304,Second Class,F-299,Courtney Brown,Corporate,Delhi,West Bengal,India,APAC,West,FUR-9334,Furniture,Storage,Steel File Cabinet,2224.64,5,0.1,792.41,413.82,Medium
F-15305,First Class,F-582,Michael Scott,Home Office,Delhi,Telangana,India,APAC,North,FUR-6377,Furniture,Storage,Steel File Cabinet,3914.03,3,0.0,686.95,466.35,Critical
F-15306,Second Class,F-782,Allison Adams,Consumer,Kochi,Maharashtra,India,APAC,North,FUR-8428,Furniture,Tables,Modular Work Table,9190.74,4,0.05,280.26,440.17,Critical
F-15307,Standard Class,F-140,Mark Oneill,Home Office,Kochi,West Bengal,India,APAC,North,FUR-5090,Furniture,Chairs,Adjustable Desk Chair,8051.57,1,0.1,791.14,269.25,High
F-15308,Standard Class,F-522,Penny Gomez,Consumer,Kochi,West Bengal,India,APAC,South,FUR-9820,Furniture,Chairs,Adjustable Desk Chair,6293.23,1,0.1,1002.35,194.93,Low
F-15309,Second Class,F-611,Jaime Ryan,Home Office,Bangalore,Rajasthan,India,APAC,West,FUR-6202,Furniture,Storage,Steel File Cabinet,9104.25,1,0.05,212.24,390.14,Critical
F-15310,Same Day,F-430,Laura Graham,Home Office,Ahmedabad,Telangana,India,APAC,East,FUR-6965,Furniture,Chairs,Leather Executive Chair,2013.92,5,0.0,303.6,451.96,Low
F-15311,Standard Class,F-529,William Reeves,Corporate,Chennai,Delhi,India,APAC,West,FUR-1794,Furniture,Chairs,Ergonomic Office Chair,8850.18,4,0.1,1328.14,329.8,Medium
F-15312,Standard Class,F-960,Whitney Rice,Consumer,Hyderabad,West Bengal,India,APAC,South,FUR-2500,Furniture,Storage,Steel File Cabinet,4496.43,5,0.05,644.37,260.36,Low
F-15313,Standard Class,F-376,Mr. Alexander Payne,Home Office,Ahmedabad,West Bengal,India,APAC,Central,FUR-8526,Furniture,Bookcases,Wooden Bookshelf,9490.07,3,0.1,227.46,326.18,Low
F-15314,Second Class,F-548,Kristi Carr,Corporate,Mumbai,West Bengal,India,APAC,North,FUR-5654,Furniture,Bookcases,Wooden Bookshelf,3195.91,2,0.1,510.75,379.55,High
F-15315,Standard Class,F-416,David Collins,Corporate,Mumbai,Karnataka,India,APAC,East,FUR-2544,Furniture,Tables,Wooden Study Table,8765.65,1,0.05,1481.27,171.05,High
F-15316,Standard Class,F-872,Michael Blake,Corporate,Bangalore,West Bengal,India,APAC,North,FUR-9451,Furniture,Storage,Steel File Cabinet,4983.91,2,0.1,1365.9,111.25,Critical
F-15317,First Class,F-650,Kimberly Jones,Consumer,Hyderabad,Madhya Pradesh,India,APAC,North,FUR-8572,Furniture,Bookcases,Wooden Bookshelf,3073.5,5,0.1,1173.33,379.05,High
F-15318,Second Class,F-459,Douglas Jones,Consumer,Jaipur,Maharashtra,India,APAC,South,FUR-4152,Furniture,Tables,Round Coffee Table,4062.59,2,0.1,138.96,482.92,High
F-15319,Standard Class,F-665,Tony Rodriguez,Corporate,Mumbai,Maharashtra,India,APAC,West,FUR-1498,Furniture,Bookcases,Compact Wall Shelf,5919.59,2,0.1,843.3,198.06,Critical
F-15320,Standard Class,F-651,Andre Davis,Home Office,Bhopal,Telangana,India,APAC,West,FUR-4447,Furniture,Bookcases,Wooden Bookshelf,7843.71,3,0.1,1494.83,293.39,Medium
F-15321,First Class,F-805,Joshua James,Consumer,Kolkata,Karnataka,India,APAC,East,FUR-1478,Furniture,Chairs,Ergonomic Office Chair,5721.29,4,0.1,668.07,256.16,Medium
F-15322,Standard Class,F-886,Alicia Montoya,Corporate,Kolkata,Kerala,India,APAC,Central,FUR-3061,Furniture,Storage,Steel File Cabinet,3545.8,2,0.1,330.76,219.71,Low
F-15323,Same Day,F-633,James Ramos,Corporate,Ahmedabad,Karnataka,India,APAC,South,FUR-3854,Furniture,Chairs,Leather Executive Chair,9867.36,1,0.0,1253.39,335.23,Critical
F-15324,Second Class,F-492,Charles Parks,Corporate,Kolkata,Karnataka,India,APAC,South,FUR-3705,Furniture,Storage,2-Door Wardrobe,8606.03,4,0.05,328.77,455.44,High
F-15325,Same Day,F-120,Erika Gutierrez,Consumer,Kochi,Telangana,India,APAC,North,FUR-6450,Furniture,Storage,Steel File Cabinet,3316.28,4,0.0,910.34,175.24,Low
F-15326,First Class,F-935,Carrie Tucker,Consumer,Bangalore,Maharashtra,India,APAC,South,FUR-9257,Furniture,Storage,2-Door Wardrobe,6657.02,5,0.05,359.22,239.38,Critical
F-15327,First Class,F-276,Tina Morris,Consumer,Delhi,Gujarat,India,APAC,East,FUR-3010,Furniture,Chairs,Adjustable Desk Chair,7932.55,3,0.1,293.51,259.91,Low
F-15328,First Class,F-859,Mrs. Heather Gonzales,Corporate,Kochi,Telangana,India,APAC,West,FUR-6336,Furniture,Bookcases,Compact Wall Shelf,3617.53,1,0.0,418.52,191.45,Low
F-15329,Same Day,F-865,Leah Mcmahon,Consumer,Bhopal,Maharashtra,India,APAC,North,FUR-1040,Furniture,Chairs,Ergonomic Office Chair,5728.06,3,0.0,1453.29,242.84,Medium
F-15330,Same Day,F-947,Teresa Klein,Consumer,Kolkata,Tamil Nadu,India,APAC,South,FUR-5206,Furniture,Chairs,Leather Executive Chair,2216.87,4,0.1,1495.59,273.01,Low
F-15331,First Class,F-888,James Miller,Corporate,Kolkata,Tamil Nadu,India,APAC,South,FUR-8873,Furniture,Storage,2-Door Wardrobe,6689.88,4,0.0,206.3,191.43,Low
F-15332,First Class,F-379,Janice Cameron,Corporate,Kochi,Madhya Pradesh,India,APAC,Central,FUR-6477,Furniture,Storage,Steel File Cabinet,6678.02,1,0.0,1081.01,344.24,Low
F-15333,First Class,F-162,Michael Cobb,Consumer,Delhi,Gujarat,India,APAC,North,FUR-6092,Furniture,Storage,2-Door Wardrobe,2747.8,3,0.05,699.53,435.88,Medium
F-15334,First Class,F-764,Meghan Duran,Corporate,Bhopal,Gujarat,India,APAC,West,FUR-1073,Furniture,Bookcases,Compact Wall Shelf,9378.38,1,0.05,636.64,221.89,Low
F-15335,Same Day,F-204,Margaret Wilkinson,Home Office,Mumbai,Gujarat,India,APAC,South,FUR-5014,Furniture,Tables,Modular Work Table,6923.39,5,0.0,114.31,162.57,Critical
F-15336,Same Day,F-147,Ashley Wallace,Corporate,Mumbai,Tamil Nadu,India,APAC,East,FUR-5223,Furniture,Chairs,Ergonomic Office Chair,3063.5,4,0.1,723.72,242.04,Low
F-15337,First Class,F-646,Ashlee Monroe,Home Office,Bhopal,Gujarat,India,APAC,East,FUR-4642,Furniture,Chairs,Ergonomic Office Chair,9615.53,3,0.0,1335.99,399.17,Low
F-15338,Same Day,F-895,Lindsay Skinner,Home Office,Chennai,West Bengal,India,APAC,East,FUR-7786,Furniture,Storage,2-Door Wardrobe,5298.43,2,0.1,435.86,443.07,Low
F-15339,First Class,F-266,Ethan Henderson,Corporate,Kochi,Madhya Pradesh,India,APAC,Central,FUR-3827,Furniture,Tables,Round Coffee Table,5144.82,2,0.0,121.63,333.81,Low
F-15340,Same Day,F-731,Jordan Gates,Corporate,Hyderabad,West Bengal,India,APAC,East,FUR-4069,Furniture,Chairs,Adjustable Desk Chair,5498.52,4,0.05,750.81,282.43,High
F-15341,Standard Class,F-480,Cindy Wells,Home Office,Kochi,Delhi,India,APAC,North,FUR-3276,Furniture,Chairs,Adjustable Desk Chair,9903.78,1,0.0,1395.48,189.63,Low
F-15342,Standard Class,F-808,Kimberly Perez DVM,Consumer,Hyderabad,Delhi,India,APAC,Central,FUR-7148,Furniture,Bookcases,Compact Wall Shelf,5650.49,4,0.0,726.0,390.39,High
F-15343,Standard Class,F-312,Ian King,Consumer,Bhopal,Karnataka,India,APAC,West,FUR-9620,Furniture,Tables,Round Coffee Table,9662.5,4,0.05,280.27,415.14,Critical
